,home_team,home_score,away_team,away_score,winner,wins_home,losses_home,FG%_home,3PT FG%_home,FT%_home,offensive_rating_home,defensive_rating_home,average_assists_home,average_rebounds_home,wins_away,losses_away,FG%_away,3PT FG%_away,FT%_away,offensive_rating_away,defensive_rating_away,average_assists_away,average_rebounds_away
377,16,90,22,105,0,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
378,8,141,12,128,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
379,27,99,19,88,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
380,28,108,25,111,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
381,23,142,30,101,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
382,7,132,10,129,1,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
383,27,95,15,111,0,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
384,18,106,29,125,0,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
385,5,113,13,122,0,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
386,1,109,6,117,0,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
387,22,118,11,112,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
388,2,118,3,106,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
389,21,116,9,119,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
390,26,91,24,114,0,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
391,20,110,19,112,0,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
392,16,130,14,110,1,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
393,4,126,8,108,1,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
394,27,102,12,93,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
395,17,101,25,111,0,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
396,22,100,16,99,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
397,28,95,14,107,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
398,30,123,7,97,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
399,20,115,23,109,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42
400,15,118,10,114,1,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
401,1,92,6,95,0,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
402,11,106,24,109,0,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
403,5,121,9,124,0,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
404,21,110,3,126,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
405,8,119,18,115,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
406,4,119,12,117,1,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
407,22,122,7,99,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
408,2,104,21,101,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
409,29,126,6,125,1,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
410,28,105,17,124,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
411,19,116,16,106,1,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
412,20,123,14,121,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
413,15,130,4,104,1,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
414,13,119,18,125,0,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
415,5,111,7,126,0,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
416,25,103,26,113,0,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
417,24,132,3,94,1,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
418,15,110,12,113,0,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
419,8,105,23,91,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42
420,22,114,30,106,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
421,1,112,11,117,0,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
422,9,143,3,113,1,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
423,24,106,21,113,0,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
424,28,110,6,116,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
425,20,101,14,98,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
426,13,134,4,120,1,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
427,27,126,18,105,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
428,10,126,17,117,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
429,7,120,12,112,1,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
430,6,133,17,113,1,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
431,2,119,27,114,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
432,29,130,5,105,1,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
433,1,121,19,109,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
434,9,118,30,100,1,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
435,22,107,21,118,0,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
436,24,117,26,118,0,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
437,25,108,11,111,0,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
438,28,106,16,112,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
439,20,125,10,128,0,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
440,8,120,14,107,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
441,15,100,23,125,0,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42
442,13,111,12,125,0,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
443,4,130,18,134,0,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
444,24,112,2,119,0,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
445,1,139,30,118,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
446,3,123,23,109,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42
447,8,128,15,125,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
448,22,117,9,125,0,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
449,5,131,27,142,0,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
450,25,113,19,110,1,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
451,26,118,28,133,0,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21
452,10,113,11,93,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
453,17,126,7,122,1,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
454,14,124,18,113,1,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
455,6,110,4,129,0,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
456,12,116,2,111,1,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
457,1,126,28,102,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21
458,21,113,27,124,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
459,23,108,15,125,0,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
460,20,130,17,114,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
461,16,126,24,121,1,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
462,13,106,8,113,0,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
463,5,121,6,101,1,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
464,12,127,15,102,1,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
465,29,107,9,108,0,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
466,25,112,4,98,1,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
467,26,119,30,113,1,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
468,10,119,19,118,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
469,3,112,7,107,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
470,13,127,8,126,1,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
471,18,121,20,113,1,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
472,1,116,27,110,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
473,21,106,23,119,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42
474,17,122,24,115,1,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
475,6,100,12,119,0,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
476,29,121,4,130,0,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
477,26,132,5,118,1,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
478,30,123,19,114,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
479,10,127,2,116,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
480,8,124,25,119,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
481,3,118,14,112,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
482,13,126,7,125,1,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
483,11,131,27,130,1,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
484,18,106,9,123,0,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
485,26,102,22,103,0,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
486,28,88,24,108,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
487,17,125,16,126,0,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
488,23,116,10,101,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
489,19,104,5,116,0,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
490,20,96,2,115,0,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
491,7,123,25,126,0,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
492,23,118,13,108,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
493,8,123,1,111,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
494,24,102,15,83,1,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
495,18,115,4,121,0,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
496,22,145,26,134,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
497,11,122,21,114,1,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
498,28,106,16,111,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
499,19,124,8,111,1,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
500,3,143,29,141,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
501,30,123,12,113,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
502,20,150,1,117,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
503,7,115,13,117,0,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
504,18,107,23,131,0,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42
505,22,90,15,88,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
506,6,126,20,115,1,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
507,2,129,11,126,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
508,24,117,17,114,1,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
509,21,101,30,104,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
510,26,121,9,112,1,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
511,19,113,14,106,1,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
512,10,119,28,108,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21
513,3,119,5,122,0,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
514,4,112,25,109,1,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
515,13,117,29,120,0,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
516,6,115,23,123,0,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42
517,16,95,1,124,0,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
518,28,114,7,131,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
519,8,122,27,91,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
520,11,108,14,99,1,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
521,2,112,26,126,0,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
522,21,108,24,112,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
523,30,109,18,138,0,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
524,20,127,12,110,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
525,17,121,5,109,1,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
526,10,102,9,108,0,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
527,19,128,27,115,1,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
528,15,96,25,104,0,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
529,4,130,29,114,1,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
530,17,116,1,121,0,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
531,26,126,7,118,1,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
532,16,127,10,117,1,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
533,3,101,6,115,0,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
534,13,134,4,136,0,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
535,5,111,2,123,0,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
536,21,117,14,105,1,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
537,25,101,9,102,0,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
538,23,123,7,118,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
539,28,96,19,104,0,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
540,20,120,16,109,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
541,15,98,22,112,0,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
542,27,108,29,112,0,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
543,12,112,10,132,0,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
544,1,107,26,99,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
545,24,107,30,111,0,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
546,23,121,17,113,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
547,8,122,4,109,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
548,13,136,6,111,1,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
549,25,112,20,111,1,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
550,2,147,5,116,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
551,21,132,18,120,1,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
552,7,116,22,114,1,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
553,3,113,15,125,0,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
554,14,106,6,109,0,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
555,27,113,16,101,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
556,5,135,19,118,1,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
557,12,100,26,97,1,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
558,29,105,30,114,0,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
